CaseStudy,WindowMin,WindowMax,Option,Value,Configurations,Pearson-Correlation,Group
7z,298.46,340.50,BlockSize,256,168,0.462,BlockSize
7z,298.46,340.50,BlockSize,2,140,0.267,BlockSize
7z,298.46,340.50,BlockSize,1024,164,0.409,BlockSize
7z,298.46,340.50,BlockSize,2048,167,0.333,BlockSize
7z,298.46,340.50,BlockSize,32,160,0.207,BlockSize
7z,298.46,340.50,BlockSize,8,166,0.334,BlockSize
7z,298.46,340.50,BlockSize,512,164,0.282,BlockSize
7z,298.46,340.50,BlockSize,64,169,0.359,BlockSize
7z,382.54,424.57,BlockSize,4096,88,0.296,BlockSize
7z,382.54,424.57,BlockSize,2048,88,0.182,BlockSize
7z,382.54,424.57,BlockSize,1024,88,0.406,BlockSize
7z,382.54,424.57,BlockSize,64,88,0.258,BlockSize
7z,382.54,424.57,BlockSize,128,88,0.420,BlockSize
7z,382.54,424.57,BlockSize,256,88,0.347,BlockSize
7z,382.54,424.57,BlockSize,512,88,0.338,BlockSize
7z,382.54,424.57,BlockSize,16,88,0.149,BlockSize
7z,382.54,424.57,BlockSize,32,88,0.415,BlockSize
7z,382.54,424.57,BlockSize,8,88,0.231,BlockSize
7z,382.54,424.57,BlockSize,4,88,0.284,BlockSize
7z,382.54,424.57,BlockSize,2,88,-0.008,BlockSize
7z,382.54,424.57,BlockSize,1,88,0.194,BlockSize
7z,-,-,x,0,11440,0.971,x
7z,-,-,x,2,11440,0.971,x
7z,-,-,x,4,11440,0.960,x
7z,-,-,x,6,11440,0.988,x
7z,-,-,x,8,11440,0.964,x
7z,-,-,x,10,11440,0.977,x
7z,4.20,46.23,x,4,11440,0.960,x
7z,4.20,46.23,x,2,11440,0.971,x
7z,4.20,46.23,x,0,11440,0.971,x
7z,4.20,46.23,x,6,3536,0.869,x
7z,4.20,46.23,x,8,2936,0.377,x
7z,25.22,67.25,x,6,3696,0.964,x
7z,25.22,67.25,x,2,1144,0.217,x
7z,25.22,67.25,x,0,1144,0.248,x
7z,25.22,67.25,x,8,3248,0.636,x
7z,25.22,67.25,x,4,1144,0.878,x
7z,25.22,67.25,x,10,2288,0.818,x
7z,46.23,88.27,x,8,1344,0.952,x
7z,46.23,88.27,x,10,3136,0.997,x
7z,46.23,88.27,x,6,4712,0.989,x
7z,67.25,109.29,x,6,4208,0.707,x
7z,67.25,109.29,x,8,3955,0.779,x
7z,67.25,109.29,x,10,3762,0.711,x
7z,88.27,130.31,x,6,3192,0.966,x
7z,88.27,130.31,x,10,4168,0.670,x
7z,88.27,130.31,x,8,6952,0.965,x
7z,109.29,151.33,x,10,1606,0.221,x
7z,109.29,151.33,x,8,4237,0.928,x
7z,109.29,151.33,x,6,368,0.921,x
7z,130.31,172.35,x,8,208,0.115,x
7z,130.31,172.35,x,10,440,0.894,x
7z,151.33,193.37,x,10,168,0.877,x
7z,172.35,214.39,x,10,80,0.403,x
7z,235.40,277.44,x,10,184,0.710,x
7z,256.42,298.46,x,10,386,-0.862,x
7z,277.44,319.48,x,10,2288,0.408,x
7z,298.46,340.50,x,10,2086,0.370,x
7z,382.54,424.57,x,10,1144,0.337,x
Apache,-,-,sendfile,0,2016,1.000,sendfile
Apache,-,-,sendfile,1,2016,0.999,sendfile
Apache,2.63,39.66,sendfile,0,672,0.945,sendfile
Apache,2.63,39.66,sendfile,1,672,0.967,sendfile
Apache,21.15,58.18,sendfile,0,5,0.633,sendfile
Apache,21.15,58.18,sendfile,1,70,0.785,sendfile
Apache,335.96,373.00,sendfile,0,1344,0.254,sendfile
Apache,335.96,373.00,sendfile,1,1344,0.309,sendfile
Apache,-,-,compression,0,1344,1.000,compression
Apache,-,-,compression,1,2688,0.999,compression
Apache,2.63,39.66,compression,0,672,0.935,compression
Apache,2.63,39.66,compression,1,672,0.968,compression
Apache,21.15,58.18,compression,0,16,0.870,compression
Apache,21.15,58.18,compression,1,59,0.741,compression
Apache,335.96,373.00,compression,0,672,0.231,compression
Apache,335.96,373.00,compression,1,2016,0.295,compression
Apache,-,-,noCompression,0,2688,0.999,noCompression
Apache,-,-,noCompression,1,1344,1.000,noCompression
Apache,2.63,39.66,noCompression,0,672,0.968,noCompression
Apache,2.63,39.66,noCompression,1,672,0.935,noCompression
Apache,21.15,58.18,noCompression,0,59,0.741,noCompression
Apache,21.15,58.18,noCompression,1,16,0.870,noCompression
Apache,335.96,373.00,noCompression,0,2016,0.295,noCompression
Apache,335.96,373.00,noCompression,1,672,0.231,noCompression
Apache,-,-,serverCache,0,2016,0.999,serverCache
Apache,-,-,serverCache,1,2016,1.000,serverCache
Apache,2.63,39.66,serverCache,0,672,0.954,serverCache
Apache,2.63,39.66,serverCache,1,672,0.956,serverCache
Apache,21.15,58.18,serverCache,0,40,0.829,serverCache
Apache,21.15,58.18,serverCache,1,35,0.733,serverCache
Apache,335.96,373.00,serverCache,0,1344,0.345,serverCache
Apache,335.96,373.00,serverCache,1,1344,0.190,serverCache
Apache,-,-,keepalive,0,3584,0.999,keepalive
Apache,-,-,keepalive,1,448,0.917,keepalive
Apache,2.63,39.66,keepalive,0,896,0.968,keepalive
Apache,2.63,39.66,keepalive,1,448,0.917,keepalive
Apache,21.15,58.18,keepalive,0,75,0.775,keepalive
Apache,335.96,373.00,keepalive,0,2688,0.283,keepalive
Apache,-,-,basicAuth,0,2016,1.000,basicAuth
Apache,-,-,basicAuth,1,2016,1.000,basicAuth
Apache,2.63,39.66,basicAuth,0,672,0.965,basicAuth
Apache,2.63,39.66,basicAuth,1,672,0.975,basicAuth
Apache,21.15,58.18,basicAuth,1,75,0.775,basicAuth
Apache,335.96,373.00,basicAuth,0,1344,0.261,basicAuth
Apache,335.96,373.00,basicAuth,1,1344,0.316,basicAuth
Apache,-,-,tls,0,1008,0.966,tls
Apache,-,-,tls,1,3024,0.999,tls
Apache,2.63,39.66,tls,0,1008,0.966,tls
Apache,2.63,39.66,tls,1,336,0.991,tls
Apache,21.15,58.18,tls,0,75,0.775,tls
Apache,335.96,373.00,tls,1,2688,0.283,tls
Apache,-,-,ecdsaCertificate,0,1008,0.966,ecdsaCertificate
Apache,-,-,ecdsaCertificate,1,3024,0.999,ecdsaCertificate
Apache,2.63,39.66,ecdsaCertificate,0,1008,0.966,ecdsaCertificate
Apache,2.63,39.66,ecdsaCertificate,1,336,0.991,ecdsaCertificate
Apache,21.15,58.18,ecdsaCertificate,0,75,0.775,ecdsaCertificate
Apache,335.96,373.00,ecdsaCertificate,1,2688,0.283,ecdsaCertificate
Apache,-,-,aesTls,0,2016,1.000,aesTls
Apache,-,-,aesTls,1,2016,0.999,aesTls
Apache,2.63,39.66,aesTls,0,1120,0.962,aesTls
Apache,2.63,39.66,aesTls,1,224,0.991,aesTls
Apache,21.15,58.18,aesTls,0,75,0.775,aesTls
Apache,335.96,373.00,aesTls,0,896,0.260,aesTls
Apache,335.96,373.00,aesTls,1,1792,0.307,aesTls
Apache,-,-,tlsMoreBits,0,3024,1.000,tlsMoreBits
Apache,-,-,tlsMoreBits,1,1008,0.999,tlsMoreBits
Apache,2.63,39.66,tlsMoreBits,0,1232,0.958,tlsMoreBits
Apache,2.63,39.66,tlsMoreBits,1,112,0.992,tlsMoreBits
Apache,21.15,58.18,tlsMoreBits,0,75,0.775,tlsMoreBits
Apache,335.96,373.00,tlsMoreBits,0,1792,0.267,tlsMoreBits
Apache,335.96,373.00,tlsMoreBits,1,896,0.338,tlsMoreBits
Apache,-,-,event,1,1792,0.999,mpm
Apache,2.63,39.66,event,1,448,0.971,mpm
Apache,21.15,58.18,event,1,51,0.458,mpm
Apache,335.96,373.00,event,1,1344,0.287,mpm
Apache,-,-,worker,1,2240,1.000,mpm
Apache,2.63,39.66,worker,1,896,0.943,mpm
Apache,21.15,58.18,worker,1,24,0.931,mpm
Apache,335.96,373.00,worker,1,1344,0.280,mpm
Apache,-,-,processCount,64,1440,1.000,processCount
Apache,-,-,processCount,32,1152,1.000,processCount
Apache,-,-,processCount,16,864,1.000,processCount
Apache,-,-,processCount,8,576,1.000,processCount
Apache,2.63,39.66,processCount,16,288,0.955,processCount
Apache,2.63,39.66,processCount,64,480,0.954,processCount
Apache,2.63,39.66,processCount,32,384,0.956,processCount
Apache,2.63,39.66,processCount,8,192,0.952,processCount
Apache,21.15,58.18,processCount,32,21,0.858,processCount
Apache,21.15,58.18,processCount,64,26,0.813,processCount
Apache,21.15,58.18,processCount,16,14,0.535,processCount
Apache,21.15,58.18,processCount,8,14,0.622,processCount
Apache,335.96,373.00,processCount,64,960,0.277,processCount
Apache,335.96,373.00,processCount,16,576,0.300,processCount
Apache,335.96,373.00,processCount,32,768,0.303,processCount
Apache,335.96,373.00,processCount,8,384,0.241,processCount
Apache,-,-,compressionLevel,1,2240,1.000,compressionLevel
Apache,-,-,compressionLevel,5,896,0.999,compressionLevel
Apache,-,-,compressionLevel,9,896,0.999,compressionLevel
Apache,2.63,39.66,compressionLevel,1,896,0.945,compressionLevel
Apache,2.63,39.66,compressionLevel,5,224,0.969,compressionLevel
Apache,2.63,39.66,compressionLevel,9,224,0.967,compressionLevel
Apache,21.15,58.18,compressionLevel,9,22,0.891,compressionLevel
Apache,21.15,58.18,compressionLevel,1,36,0.696,compressionLevel
Apache,21.15,58.18,compressionLevel,5,17,0.231,compressionLevel
Apache,335.96,373.00,compressionLevel,1,1344,0.267,compressionLevel
Apache,335.96,373.00,compressionLevel,9,672,0.294,compressionLevel
Apache,335.96,373.00,compressionLevel,5,672,0.313,compressionLevel
Apache,-,-,threadCount,16,288,1.000,threadCount
Apache,-,-,threadCount,32,576,1.000,threadCount
Apache,-,-,threadCount,64,864,1.000,threadCount
Apache,-,-,threadCount,128,1152,1.000,threadCount
Apache,-,-,threadCount,256,1152,0.999,threadCount
Apache,2.63,39.66,threadCount,64,288,0.959,threadCount
Apache,2.63,39.66,threadCount,32,192,0.967,threadCount
Apache,2.63,39.66,threadCount,128,384,0.951,threadCount
Apache,2.63,39.66,threadCount,256,384,0.952,threadCount
Apache,2.63,39.66,threadCount,16,96,0.964,threadCount
Apache,21.15,58.18,threadCount,32,10,0.921,threadCount
Apache,21.15,58.18,threadCount,256,26,0.686,threadCount
Apache,21.15,58.18,threadCount,16,11,0.961,threadCount
Apache,21.15,58.18,threadCount,128,24,0.766,threadCount
Apache,21.15,58.18,threadCount,64,4,0.698,threadCount
Apache,335.96,373.00,threadCount,32,384,0.295,threadCount
Apache,335.96,373.00,threadCount,64,576,0.284,threadCount
Apache,335.96,373.00,threadCount,16,192,0.248,threadCount
Apache,335.96,373.00,threadCount,128,768,0.303,threadCount
Apache,335.96,373.00,threadCount,256,768,0.303,threadCount
brotli,-,-,WindowSize,10,144,1.000,WindowSize
brotli,-,-,WindowSize,11,144,1.000,WindowSize
brotli,-,-,WindowSize,12,144,1.000,WindowSize
brotli,-,-,WindowSize,13,144,1.000,WindowSize
brotli,-,-,WindowSize,14,144,1.000,WindowSize
brotli,-,-,WindowSize,15,144,1.000,WindowSize
brotli,-,-,WindowSize,16,144,1.000,WindowSize
brotli,-,-,WindowSize,17,144,1.000,WindowSize
brotli,-,-,WindowSize,18,144,1.000,WindowSize
brotli,-,-,WindowSize,19,144,1.000,WindowSize
brotli,-,-,WindowSize,20,144,1.000,WindowSize
brotli,-,-,WindowSize,21,144,1.000,WindowSize
brotli,-,-,WindowSize,22,144,1.000,WindowSize
brotli,-,-,WindowSize,23,144,1.000,WindowSize
brotli,-,-,WindowSize,24,144,1.000,WindowSize
brotli,0.54,39.91,WindowSize,24,108,0.999,WindowSize
brotli,0.54,39.91,WindowSize,18,120,0.991,WindowSize
brotli,0.54,39.91,WindowSize,17,120,0.987,WindowSize
brotli,0.54,39.91,WindowSize,16,120,0.989,WindowSize
brotli,0.54,39.91,WindowSize,21,120,0.998,WindowSize
brotli,0.54,39.91,WindowSize,19,120,0.995,WindowSize
brotli,0.54,39.91,WindowSize,20,120,0.996,WindowSize
brotli,0.54,39.91,WindowSize,23,108,0.999,WindowSize
brotli,0.54,39.91,WindowSize,22,120,0.998,WindowSize
brotli,0.54,39.91,WindowSize,15,120,0.974,WindowSize
brotli,0.54,39.91,WindowSize,14,120,0.959,WindowSize
brotli,0.54,39.91,WindowSize,13,120,0.956,WindowSize
brotli,0.54,39.91,WindowSize,12,120,0.937,WindowSize
brotli,0.54,39.91,WindowSize,10,120,0.847,WindowSize
brotli,0.54,39.91,WindowSize,11,120,0.913,WindowSize
brotli,20.22,59.59,WindowSize,24,13,0.986,WindowSize
brotli,20.22,59.59,WindowSize,23,17,0.998,WindowSize
brotli,20.22,59.59,WindowSize,21,12,0.836,WindowSize
brotli,20.22,59.59,WindowSize,22,24,0.972,WindowSize
brotli,39.91,79.27,WindowSize,23,12,0.924,WindowSize
brotli,59.59,98.95,WindowSize,23,9,0.910,WindowSize
brotli,59.59,98.95,WindowSize,24,2,1.000,WindowSize
brotli,59.59,98.95,WindowSize,16,5,0.723,WindowSize
brotli,59.59,98.95,WindowSize,19,4,0.800,WindowSize
brotli,79.27,118.63,WindowSize,24,12,0.902,WindowSize
brotli,79.27,118.63,WindowSize,16,10,0.709,WindowSize
brotli,79.27,118.63,WindowSize,19,10,0.880,WindowSize
brotli,79.27,118.63,WindowSize,20,10,0.829,WindowSize
brotli,79.27,118.63,WindowSize,15,10,0.452,WindowSize
brotli,79.27,118.63,WindowSize,14,10,0.755,WindowSize
brotli,79.27,118.63,WindowSize,21,10,0.823,WindowSize
brotli,79.27,118.63,WindowSize,18,10,0.830,WindowSize
brotli,79.27,118.63,WindowSize,13,10,0.505,WindowSize
brotli,79.27,118.63,WindowSize,17,10,0.644,WindowSize
brotli,79.27,118.63,WindowSize,12,10,0.553,WindowSize
brotli,79.27,118.63,WindowSize,22,10,0.404,WindowSize
brotli,98.95,138.31,WindowSize,19,6,0.645,WindowSize
brotli,98.95,138.31,WindowSize,16,5,-0.761,WindowSize
brotli,98.95,138.31,WindowSize,20,10,0.829,WindowSize
brotli,98.95,138.31,WindowSize,24,15,0.994,WindowSize
brotli,98.95,138.31,WindowSize,15,10,0.452,WindowSize
brotli,98.95,138.31,WindowSize,14,10,0.755,WindowSize
brotli,98.95,138.31,WindowSize,21,10,0.823,WindowSize
brotli,98.95,138.31,WindowSize,18,10,0.830,WindowSize
brotli,98.95,138.31,WindowSize,13,10,0.505,WindowSize
brotli,98.95,138.31,WindowSize,17,10,0.644,WindowSize
brotli,98.95,138.31,WindowSize,12,10,0.553,WindowSize
brotli,98.95,138.31,WindowSize,22,10,0.404,WindowSize
brotli,98.95,138.31,WindowSize,11,10,0.852,WindowSize
brotli,98.95,138.31,WindowSize,23,10,0.794,WindowSize
brotli,98.95,138.31,WindowSize,10,10,0.560,WindowSize
brotli,118.63,157.99,WindowSize,11,10,0.852,WindowSize
brotli,118.63,157.99,WindowSize,23,10,0.794,WindowSize
brotli,118.63,157.99,WindowSize,10,10,0.560,WindowSize
brotli,118.63,157.99,WindowSize,24,10,0.822,WindowSize
brotli,138.31,177.67,WindowSize,24,5,0.823,WindowSize
brotli,197.35,236.71,WindowSize,16,2,1.000,WindowSize
brotli,217.03,256.39,WindowSize,14,3,1.000,WindowSize
brotli,217.03,256.39,WindowSize,16,11,0.932,WindowSize
brotli,217.03,256.39,WindowSize,21,13,0.712,WindowSize
brotli,217.03,256.39,WindowSize,15,11,0.916,WindowSize
brotli,217.03,256.39,WindowSize,22,12,0.909,WindowSize
brotli,217.03,256.39,WindowSize,20,13,0.564,WindowSize
brotli,217.03,256.39,WindowSize,23,4,0.998,WindowSize
brotli,236.71,276.07,WindowSize,21,13,0.712,WindowSize
brotli,236.71,276.07,WindowSize,16,10,0.830,WindowSize
brotli,236.71,276.07,WindowSize,12,2,1.000,WindowSize
brotli,236.71,276.07,WindowSize,15,11,0.916,WindowSize
brotli,236.71,276.07,WindowSize,22,13,0.938,WindowSize
brotli,236.71,276.07,WindowSize,20,13,0.564,WindowSize
brotli,236.71,276.07,WindowSize,23,11,0.982,WindowSize
brotli,236.71,276.07,WindowSize,14,11,0.938,WindowSize
brotli,236.71,276.07,WindowSize,24,11,0.978,WindowSize
brotli,236.71,276.07,WindowSize,19,13,0.648,WindowSize
brotli,236.71,276.07,WindowSize,13,11,0.961,WindowSize
brotli,236.71,276.07,WindowSize,17,8,0.925,WindowSize
brotli,256.39,295.75,WindowSize,14,9,0.870,WindowSize
brotli,256.39,295.75,WindowSize,23,7,0.931,WindowSize
brotli,256.39,295.75,WindowSize,18,12,0.983,WindowSize
brotli,256.39,295.75,WindowSize,11,4,0.986,WindowSize
brotli,256.39,295.75,WindowSize,24,11,0.978,WindowSize
brotli,256.39,295.75,WindowSize,19,13,0.648,WindowSize
brotli,256.39,295.75,WindowSize,13,11,0.961,WindowSize
brotli,256.39,295.75,WindowSize,17,11,0.932,WindowSize
brotli,256.39,295.75,WindowSize,12,11,0.844,WindowSize
brotli,256.39,295.75,WindowSize,16,2,1.000,WindowSize
brotli,256.39,295.75,WindowSize,15,2,1.000,WindowSize
brotli,276.07,315.44,WindowSize,17,5,0.993,WindowSize
brotli,276.07,315.44,WindowSize,12,10,0.774,WindowSize
brotli,276.07,315.44,WindowSize,18,13,0.932,WindowSize
brotli,276.07,315.44,WindowSize,16,2,1.000,WindowSize
brotli,276.07,315.44,WindowSize,11,11,0.726,WindowSize
brotli,276.07,315.44,WindowSize,15,2,1.000,WindowSize
brotli,276.07,315.44,WindowSize,14,2,-1.000,WindowSize
brotli,276.07,315.44,WindowSize,10,9,0.839,WindowSize
brotli,276.07,315.44,WindowSize,13,2,1.000,WindowSize
brotli,295.75,335.12,WindowSize,11,8,0.570,WindowSize
brotli,295.75,335.12,WindowSize,18,2,-1.000,WindowSize
brotli,295.75,335.12,WindowSize,14,2,-1.000,WindowSize
brotli,295.75,335.12,WindowSize,10,11,0.860,WindowSize
brotli,295.75,335.12,WindowSize,17,2,-1.000,WindowSize
brotli,295.75,335.12,WindowSize,13,2,1.000,WindowSize
brotli,295.75,335.12,WindowSize,23,2,1.000,WindowSize
brotli,295.75,335.12,WindowSize,12,2,1.000,WindowSize
brotli,315.44,354.80,WindowSize,10,2,-1.000,WindowSize
brotli,315.44,354.80,WindowSize,12,2,1.000,WindowSize
brotli,315.44,354.80,WindowSize,11,2,1.000,WindowSize
brotli,335.12,374.48,WindowSize,11,2,1.000,WindowSize
brotli,335.12,374.48,WindowSize,10,2,1.000,WindowSize
brotli,354.80,394.16,WindowSize,10,2,1.000,WindowSize
brotli,354.80,394.16,WindowSize,24,2,-1.000,WindowSize
brotli,-,-,CompressionLevel,0,180,0.890,CompressionLevel
brotli,-,-,CompressionLevel,1,180,0.916,CompressionLevel
brotli,-,-,CompressionLevel,2,180,0.524,CompressionLevel
brotli,-,-,CompressionLevel,3,180,0.155,CompressionLevel
brotli,-,-,CompressionLevel,4,180,0.458,CompressionLevel
brotli,-,-,CompressionLevel,5,180,0.957,CompressionLevel
brotli,-,-,CompressionLevel,6,180,0.982,CompressionLevel
brotli,-,-,CompressionLevel,7,180,0.996,CompressionLevel
brotli,-,-,CompressionLevel,8,180,0.998,CompressionLevel
brotli,-,-,CompressionLevel,9,180,1.000,CompressionLevel
brotli,-,-,CompressionLevel,10,180,0.999,CompressionLevel
brotli,-,-,CompressionLevel,11,180,0.994,CompressionLevel
brotli,0.54,39.91,CompressionLevel,0,180,0.890,CompressionLevel
brotli,0.54,39.91,CompressionLevel,1,180,0.916,CompressionLevel
brotli,0.54,39.91,CompressionLevel,2,180,0.524,CompressionLevel
brotli,0.54,39.91,CompressionLevel,3,180,0.155,CompressionLevel
brotli,0.54,39.91,CompressionLevel,4,180,0.458,CompressionLevel
brotli,0.54,39.91,CompressionLevel,5,180,0.957,CompressionLevel
brotli,0.54,39.91,CompressionLevel,6,180,0.982,CompressionLevel
brotli,0.54,39.91,CompressionLevel,7,180,0.996,CompressionLevel
brotli,0.54,39.91,CompressionLevel,8,180,0.998,CompressionLevel
brotli,0.54,39.91,CompressionLevel,9,156,0.997,CompressionLevel
brotli,20.22,59.59,CompressionLevel,7,3,-0.192,CompressionLevel
brotli,20.22,59.59,CompressionLevel,9,27,0.998,CompressionLevel
brotli,20.22,59.59,CompressionLevel,8,36,0.992,CompressionLevel
brotli,39.91,79.27,CompressionLevel,9,12,0.924,CompressionLevel
brotli,59.59,98.95,CompressionLevel,9,11,0.997,CompressionLevel
brotli,59.59,98.95,CompressionLevel,10,9,0.728,CompressionLevel
brotli,79.27,118.63,CompressionLevel,9,12,0.902,CompressionLevel
brotli,79.27,118.63,CompressionLevel,10,110,0.979,CompressionLevel
brotli,98.95,138.31,CompressionLevel,10,136,0.990,CompressionLevel
brotli,98.95,138.31,CompressionLevel,9,10,0.860,CompressionLevel
brotli,118.63,157.99,CompressionLevel,10,40,0.968,CompressionLevel
brotli,138.31,177.67,CompressionLevel,10,5,0.823,CompressionLevel
brotli,177.67,217.03,CompressionLevel,10,7,0.987,CompressionLevel
brotli,197.35,236.71,CompressionLevel,10,11,0.996,CompressionLevel
brotli,217.03,256.39,CompressionLevel,10,8,0.974,CompressionLevel
brotli,217.03,256.39,CompressionLevel,11,63,0.906,CompressionLevel
brotli,236.71,276.07,CompressionLevel,11,122,0.972,CompressionLevel
brotli,236.71,276.07,CompressionLevel,10,8,0.831,CompressionLevel
brotli,256.39,295.75,CompressionLevel,11,88,0.977,CompressionLevel
brotli,256.39,295.75,CompressionLevel,10,7,0.970,CompressionLevel
brotli,276.07,315.44,CompressionLevel,11,51,0.969,CompressionLevel
brotli,276.07,315.44,CompressionLevel,10,6,0.986,CompressionLevel
brotli,295.75,335.12,CompressionLevel,11,26,0.926,CompressionLevel
brotli,295.75,335.12,CompressionLevel,10,5,0.976,CompressionLevel
brotli,315.44,354.80,CompressionLevel,11,4,0.995,CompressionLevel
brotli,315.44,354.80,CompressionLevel,10,3,1.000,CompressionLevel
brotli,335.12,374.48,CompressionLevel,10,2,1.000,CompressionLevel
brotli,335.12,374.48,CompressionLevel,11,2,1.000,CompressionLevel
brotli,354.80,394.16,CompressionLevel,11,2,1.000,CompressionLevel
brotli,354.80,394.16,CompressionLevel,10,2,1.000,CompressionLevel
exastencils,-,-,opt_useAddressPrecalc,0,43029,0.987,opt_useAddressPrecalc
exastencils,-,-,opt_useAddressPrecalc,1,43029,0.985,opt_useAddressPrecalc
exastencils,4.64,6.15,opt_useAddressPrecalc,0,6371,0.744,opt_useAddressPrecalc
exastencils,4.64,6.15,opt_useAddressPrecalc,1,14737,0.762,opt_useAddressPrecalc
exastencils,5.40,6.90,opt_useAddressPrecalc,0,12677,0.785,opt_useAddressPrecalc
exastencils,5.40,6.90,opt_useAddressPrecalc,1,19598,0.805,opt_useAddressPrecalc
exastencils,6.15,7.66,opt_useAddressPrecalc,0,15524,0.805,opt_useAddressPrecalc
exastencils,6.15,7.66,opt_useAddressPrecalc,1,15368,0.791,opt_useAddressPrecalc
exastencils,6.90,8.41,opt_useAddressPrecalc,0,14326,0.809,opt_useAddressPrecalc
exastencils,6.90,8.41,opt_useAddressPrecalc,1,10295,0.805,opt_useAddressPrecalc
exastencils,7.66,9.16,opt_useAddressPrecalc,0,10659,0.788,opt_useAddressPrecalc
exastencils,7.66,9.16,opt_useAddressPrecalc,1,7107,0.793,opt_useAddressPrecalc
exastencils,8.41,9.92,opt_useAddressPrecalc,0,7553,0.751,opt_useAddressPrecalc
exastencils,8.41,9.92,opt_useAddressPrecalc,1,5062,0.724,opt_useAddressPrecalc
exastencils,9.16,10.67,opt_useAddressPrecalc,0,5555,0.727,opt_useAddressPrecalc
exastencils,9.16,10.67,opt_useAddressPrecalc,1,2919,0.712,opt_useAddressPrecalc
exastencils,9.92,11.42,opt_useAddressPrecalc,0,3625,0.729,opt_useAddressPrecalc
exastencils,9.92,11.42,opt_useAddressPrecalc,1,1256,0.752,opt_useAddressPrecalc
exastencils,10.67,12.18,opt_useAddressPrecalc,0,2127,0.738,opt_useAddressPrecalc
exastencils,10.67,12.18,opt_useAddressPrecalc,1,797,0.709,opt_useAddressPrecalc
exastencils,11.42,12.93,opt_useAddressPrecalc,0,1283,0.740,opt_useAddressPrecalc
exastencils,11.42,12.93,opt_useAddressPrecalc,1,1285,0.781,opt_useAddressPrecalc
exastencils,12.18,13.68,opt_useAddressPrecalc,0,1134,0.712,opt_useAddressPrecalc
exastencils,12.18,13.68,opt_useAddressPrecalc,1,1286,0.688,opt_useAddressPrecalc
exastencils,12.93,14.43,opt_useAddressPrecalc,0,1198,0.699,opt_useAddressPrecalc
exastencils,12.93,14.43,opt_useAddressPrecalc,1,981,0.753,opt_useAddressPrecalc
exastencils,13.68,15.19,opt_useAddressPrecalc,0,1025,0.674,opt_useAddressPrecalc
exastencils,13.68,15.19,opt_useAddressPrecalc,1,750,0.638,opt_useAddressPrecalc
exastencils,14.43,15.94,opt_useAddressPrecalc,0,836,0.692,opt_useAddressPrecalc
exastencils,14.43,15.94,opt_useAddressPrecalc,1,314,0.529,opt_useAddressPrecalc
exastencils,15.19,16.69,opt_useAddressPrecalc,0,484,0.650,opt_useAddressPrecalc
exastencils,15.19,16.69,opt_useAddressPrecalc,1,65,0.618,opt_useAddressPrecalc
exastencils,15.94,17.45,opt_useAddressPrecalc,0,179,0.674,opt_useAddressPrecalc
exastencils,15.94,17.45,opt_useAddressPrecalc,1,12,-0.107,opt_useAddressPrecalc
exastencils,16.69,18.20,opt_useAddressPrecalc,0,97,0.726,opt_useAddressPrecalc
exastencils,17.45,18.95,opt_useAddressPrecalc,0,83,0.597,opt_useAddressPrecalc
exastencils,-,-,opt_vectorize,0,28686,0.987,opt_vectorize
exastencils,-,-,opt_vectorize,1,57372,0.986,opt_vectorize
exastencils,4.64,6.15,opt_vectorize,0,4420,0.674,opt_vectorize
exastencils,4.64,6.15,opt_vectorize,1,16688,0.757,opt_vectorize
exastencils,5.40,6.90,opt_vectorize,0,9301,0.781,opt_vectorize
